gene_family,n_members,n_genomes,n_diazotroph,n_non_diazo,n_genera,frac_diazotroph
GF_00488,48,48,46,2,12,0.9583333333333334
GF_00489,50,50,49,1,11,0.98
GF_00490,56,56,48,8,19,0.8571428571428571
GF_00491,82,82,80,2,20,0.975609756097561
GF_00492,89,89,85,4,23,0.9550561797752809
GF_00493,41,41,40,1,9,0.975609756097561
GF_00494,77,77,65,12,21,0.8441558441558441
GF_00495,44,44,43,1,11,0.9772727272727273
GF_00496,48,48,47,1,10,0.9791666666666666
GF_00497,54,54,53,1,13,0.9814814814814815
GF_00498,56,56,32,24,20,0.5714285714285714
GF_00499,44,44,43,1,13,0.9772727272727273
GF_00500,40,40,40,0,10,1.0
GF_00501,66,66,64,2,13,0.9696969696969697
GF_00502,47,47,46,1,12,0.9787234042553191
GF_00503,68,68,66,2,16,0.9705882352941176
GF_00504,48,48,47,1,9,0.9791666666666666
GF_00505,48,48,36,12,18,0.75
GF_00506,91,48,49,42,10,0.5384615384615384
GF_00507,56,56,11,45,11,0.19642857142857142
GF_00508,206,206,58,148,58,0.2815533980582524
GF_00509,54,54,16,38,25,0.2962962962962963
GF_00510,42,42,41,1,8,0.9761904761904762
GF_00511,40,40,39,1,9,0.975
GF_00512,50,50,49,1,11,0.98
GF_00513,56,56,55,1,13,0.9821428571428571
GF_00514,65,65,63,2,14,0.9692307692307692
GF_00515,59,59,58,1,15,0.9830508474576272
GF_00516,43,43,42,1,8,0.9767441860465116
GF_00517,82,82,78,4,20,0.9512195121951219
GF_00518,86,86,82,4,22,0.9534883720930233
GF_00519,64,64,62,2,13,0.96875
GF_00520,89,89,84,5,23,0.9438202247191011
GF_00521,41,41,40,1,8,0.975609756097561
GF_00522,49,49,48,1,15,0.9795918367346939
GF_00523,79,79,77,2,19,0.9746835443037974
GF_00524,58,58,53,5,24,0.9137931034482759
GF_00525,41,41,37,4,19,0.9024390243902439
GF_00526,51,51,51,0,13,1.0
GF_00527,60,60,59,1,15,0.9833333333333333
GF_00528,87,87,82,5,23,0.9425287356321839
GF_00529,55,55,54,1,13,0.9818181818181818
GF_00530,48,48,47,1,10,0.9791666666666666
GF_00531,73,73,71,2,17,0.9726027397260274
GF_00532,45,45,44,1,9,0.9777777777777777
GF_00533,159,159,68,91,49,0.4276729559748428
GF_00534,56,56,55,1,14,0.9821428571428571
GF_00535,88,88,84,4,22,0.9545454545454546
GF_00536,56,56,55,1,13,0.9821428571428571
GF_00537,40,40,39,1,7,0.975
GF_00538,65,65,64,1,16,0.9846153846153847
GF_00539,84,84,82,2,19,0.9761904761904762
GF_00540,44,44,44,0,9,1.0
GF_00541,84,84,82,2,19,0.9761904761904762
GF_00542,101,99,71,30,32,0.7029702970297029
GF_00543,50,50,49,1,12,0.98
GF_00544,44,44,43,1,8,0.9772727272727273
GF_00545,86,86,82,4,21,0.9534883720930233
GF_00546,42,42,41,1,8,0.9761904761904762
GF_00547,41,41,41,0,9,1.0
GF_00548,48,48,47,1,9,0.9791666666666666
GF_00549,47,47,47,0,9,1.0
GF_00550,68,68,66,2,15,0.9705882352941176
GF_00551,86,86,82,4,21,0.9534883720930233
GF_00552,79,79,75,4,21,0.9493670886075949
GF_00553,59,59,57,2,15,0.9661016949152542
GF_00554,57,57,56,1,14,0.9824561403508771
GF_00555,81,81,78,3,19,0.9629629629629629
GF_00556,52,52,51,1,11,0.9807692307692307
GF_00557,86,80,84,2,20,0.9767441860465116
GF_00558,140,140,99,41,40,0.7071428571428572
GF_00559,44,44,43,1,9,0.9772727272727273
GF_00560,42,42,40,2,13,0.9523809523809523
GF_00561,46,46,45,1,10,0.9782608695652174
GF_00562,54,54,53,1,11,0.9814814814814815
GF_00563,54,54,53,1,13,0.9814814814814815
GF_00564,62,62,60,2,18,0.967741935483871
GF_00565,86,84,82,4,23,0.9534883720930233
GF_00566,84,84,82,2,19,0.9761904761904762
GF_00567,86,86,84,2,20,0.9767441860465116
GF_00568,56,56,55,1,14,0.9821428571428571
GF_00569,76,76,74,2,18,0.9736842105263158
GF_00570,40,40,39,1,13,0.975
GF_00571,104,104,47,57,28,0.4519230769230769
GF_00572,60,60,59,1,15,0.9833333333333333
GF_00573,83,83,80,3,20,0.963855421686747
GF_00574,84,84,82,2,19,0.9761904761904762
GF_00575,45,45,5,40,10,0.1111111111111111
GF_00576,51,51,50,1,14,0.9803921568627451
GF_00577,61,61,60,1,14,0.9836065573770492
GF_00578,48,48,47,1,12,0.9791666666666666
GF_00579,57,57,55,2,17,0.9649122807017544
GF_00580,105,105,89,16,31,0.8476190476190476
GF_00581,62,62,61,1,16,0.9838709677419355
GF_00582,68,68,67,1,20,0.9852941176470589
GF_00583,47,47,46,1,16,0.9787234042553191
GF_00584,107,107,81,26,22,0.7570093457943925
GF_00585,79,79,77,2,20,0.9746835443037974
GF_00586,58,58,11,47,20,0.1896551724137931
GF_00587,92,92,23,69,24,0.25
GF_00588,132,132,88,44,32,0.6666666666666666
GF_00589,64,64,59,5,22,0.921875
GF_00590,83,83,20,63,22,0.24096385542168675
GF_00591,50,50,43,7,19,0.86
GF_00592,44,44,7,37,10,0.1590909090909091
GF_00593,268,258,127,141,70,0.47388059701492535
GF_00594,56,56,6,50,9,0.10714285714285714
GF_00595,45,45,14,31,13,0.3111111111111111
GF_00596,81,81,13,68,19,0.16049382716049382
GF_00597,55,55,12,43,10,0.21818181818181817
GF_00598,65,65,14,51,15,0.2153846153846154
GF_00599,54,54,14,40,9,0.25925925925925924
GF_00600,177,177,35,142,43,0.1977401129943503
GF_00601,44,44,33,11,19,0.75
GF_00602,51,51,5,46,10,0.09803921568627451
GF_00603,68,68,13,55,13,0.19117647058823528
GF_00604,116,116,97,19,32,0.8362068965517241
GF_00605,75,75,16,59,17,0.21333333333333335
GF_00606,75,75,28,47,22,0.37333333333333335
GF_00607,134,134,35,99,37,0.26119402985074625
GF_00608,287,287,120,167,77,0.4181184668989547
GF_00609,370,370,98,272,61,0.2648648648648649
GF_00610,61,61,52,9,17,0.8524590163934426
GF_00611,42,42,2,40,7,0.047619047619047616
GF_00612,163,163,107,56,50,0.656441717791411
GF_00613,137,137,102,35,43,0.7445255474452555
GF_00614,221,219,113,108,55,0.5113122171945701
GF_00615,124,124,97,27,34,0.782258064516129
GF_00616,47,43,29,18,16,0.6170212765957447
GF_00617,59,59,14,45,21,0.23728813559322035
GF_00618,56,56,25,31,20,0.44642857142857145
GF_00619,245,236,116,129,63,0.47346938775510206
GF_00620,376,332,164,212,76,0.43617021276595747
GF_00621,55,55,2,53,8,0.03636363636363636
GF_00622,267,267,126,141,68,0.47191011235955055
GF_00623,127,127,30,97,39,0.23622047244094488
GF_00624,278,278,109,169,70,0.3920863309352518
GF_00625,286,286,131,155,78,0.458041958041958
GF_00626,58,58,14,44,13,0.2413793103448276
GF_00627,72,72,13,59,24,0.18055555555555555
GF_00628,108,108,91,17,31,0.8425925925925926
GF_00629,146,145,106,40,49,0.726027397260274
GF_00630,305,305,129,176,75,0.42295081967213116
GF_00631,301,301,120,181,74,0.39867109634551495
GF_00632,60,60,12,48,19,0.2
GF_00633,58,58,5,53,13,0.08620689655172414
GF_00634,221,217,111,110,57,0.502262443438914
GF_00635,193,191,103,90,59,0.533678756476684
GF_00636,54,54,53,1,10,0.9814814814814815
GF_00637,79,79,75,4,20,0.9493670886075949
GF_00638,273,273,112,161,67,0.41025641025641024
GF_00639,60,60,57,3,14,0.95
GF_00640,55,55,52,3,11,0.9454545454545454
GF_00641,50,50,47,3,17,0.94
GF_00642,60,60,56,4,17,0.9333333333333333
GF_00643,227,227,115,112,60,0.5066079295154186
GF_00644,41,41,33,8,17,0.8048780487804879
GF_00645,68,68,66,2,16,0.9705882352941176
GF_00646,41,41,33,8,16,0.8048780487804879
GF_00647,83,83,81,2,19,0.9759036144578314
GF_00648,84,84,82,2,19,0.9761904761904762
GF_00649,88,88,84,4,23,0.9545454545454546
GF_00650,87,87,83,4,22,0.9540229885057471
GF_00651,70,70,69,1,17,0.9857142857142858
GF_00652,77,77,75,2,18,0.974025974025974
GF_00653,60,60,59,1,13,0.9833333333333333
GF_00654,84,84,81,3,20,0.9642857142857143
GF_00655,47,47,47,0,9,1.0
GF_00656,57,56,35,22,21,0.6140350877192983
GF_00657,98,98,77,21,30,0.7857142857142857
GF_00658,248,248,124,124,66,0.5
GF_00659,95,95,76,19,35,0.8
GF_00660,88,88,80,8,24,0.9090909090909091
GF_00661,175,175,103,72,48,0.5885714285714285
GF_00662,61,61,53,8,27,0.8688524590163934
GF_00663,110,110,93,17,34,0.8454545454545455
GF_00664,48,48,45,3,12,0.9375
GF_00665,296,295,131,165,77,0.44256756756756754
GF_00666,121,121,100,21,44,0.8264462809917356
GF_00667,88,88,72,16,26,0.8181818181818182
GF_00668,189,189,103,86,52,0.544973544973545
GF_00669,47,47,44,3,18,0.9361702127659575
GF_00670,98,98,85,13,33,0.8673469387755102
GF_00671,109,109,98,11,31,0.8990825688073395
GF_00672,260,260,118,142,60,0.45384615384615384
GF_00673,153,153,102,51,49,0.6666666666666666
GF_00674,101,90,99,2,21,0.9801980198019802
GF_00675,105,105,51,54,36,0.4857142857142857
GF_00676,142,142,85,57,42,0.5985915492957746
GF_00677,165,165,92,73,51,0.5575757575757576
GF_00678,41,41,3,38,11,0.07317073170731707
GF_00679,99,99,54,45,28,0.5454545454545454
GF_00680,46,46,11,35,11,0.2391304347826087
GF_00681,56,56,54,2,11,0.9642857142857143
GF_00682,81,81,68,13,27,0.8395061728395061
GF_00683,73,73,69,4,19,0.9452054794520548
GF_00684,90,90,86,4,23,0.9555555555555556
GF_00685,97,92,90,7,26,0.9278350515463918
GF_00686,97,96,86,11,29,0.8865979381443299
GF_00687,285,285,126,159,74,0.4421052631578947
GF_00688,150,108,93,57,26,0.62
GF_00689,108,108,89,19,33,0.8240740740740741
GF_00690,196,196,110,86,52,0.5612244897959183
GF_00691,42,41,26,16,19,0.6190476190476191
GF_00692,40,40,38,2,13,0.95
GF_00693,105,105,85,20,30,0.8095238095238095
GF_00694,292,292,127,165,73,0.4349315068493151
GF_00695,84,84,81,3,20,0.9642857142857143
GF_00696,85,85,80,5,24,0.9411764705882353
GF_00697,81,81,77,4,21,0.9506172839506173
GF_00698,80,80,74,6,25,0.925
GF_00699,78,78,74,4,19,0.9487179487179487
GF_00700,64,64,52,12,23,0.8125
GF_00701,41,41,9,32,18,0.21951219512195122
GF_00702,53,53,50,3,14,0.9433962264150944
GF_00703,91,91,85,6,26,0.9340659340659341
GF_00704,102,102,84,18,30,0.8235294117647058
GF_00705,43,43,12,31,12,0.27906976744186046
GF_00706,61,61,14,47,20,0.22950819672131148
GF_00707,101,95,24,77,32,0.2376237623762376
GF_00708,160,160,59,101,50,0.36875
GF_00709,86,86,82,4,21,0.9534883720930233
GF_00710,83,83,81,2,19,0.9759036144578314
GF_00711,48,48,47,1,12,0.9791666666666666
GF_00712,58,58,56,2,13,0.9655172413793104
GF_00713,67,67,65,2,14,0.9701492537313433
GF_00714,70,70,68,2,15,0.9714285714285714
GF_00715,74,54,68,6,18,0.918918918918919
GF_00716,82,82,80,2,18,0.975609756097561
GF_00717,40,40,39,1,10,0.975
GF_00718,71,71,69,2,16,0.971830985915493
GF_00719,77,77,75,2,19,0.974025974025974
GF_00720,50,50,49,1,10,0.98
GF_00721,101,101,87,14,27,0.8613861386138614
GF_00722,41,41,40,1,10,0.975609756097561
GF_00723,83,83,81,2,18,0.9759036144578314
GF_00724,56,56,55,1,14,0.9821428571428571
GF_00725,71,71,69,2,17,0.971830985915493
GF_00726,42,42,1,41,3,0.023809523809523808
GF_00727,48,47,9,39,10,0.1875
GF_00728,44,44,3,41,5,0.06818181818181818
GF_00729,117,117,32,85,34,0.27350427350427353
GF_00730,45,45,4,41,5,0.08888888888888889
GF_00731,90,90,19,71,20,0.2111111111111111
GF_00732,445,443,127,318,81,0.2853932584269663
GF_00733,80,80,74,6,21,0.925
GF_00734,59,59,56,3,16,0.9491525423728814
GF_00735,92,92,88,4,26,0.9565217391304348
GF_00736,72,72,70,2,16,0.9722222222222222
GF_00737,67,67,65,2,14,0.9701492537313433
GF_00738,73,73,69,4,23,0.9452054794520548
GF_00739,91,88,77,14,30,0.8461538461538461
GF_00740,75,75,71,4,19,0.9466666666666667
GF_00741,99,99,75,24,28,0.7575757575757576
GF_00742,43,41,42,1,11,0.9767441860465116
GF_00743,50,50,49,1,12,0.98
GF_00744,47,47,46,1,10,0.9787234042553191
GF_00745,94,94,87,7,27,0.925531914893617
GF_00746,219,219,109,110,60,0.4977168949771689
GF_00747,53,53,52,1,11,0.9811320754716981
GF_00748,88,88,72,16,30,0.8181818181818182
GF_00749,61,61,59,2,17,0.9672131147540983
GF_00750,64,64,61,3,16,0.953125
GF_00751,52,52,51,1,12,0.9807692307692307
GF_00752,84,84,80,4,20,0.9523809523809523
GF_00753,58,58,57,1,15,0.9827586206896551
GF_00754,72,72,62,10,16,0.8611111111111112
GF_00755,62,62,59,3,16,0.9516129032258065
GF_00756,53,53,0,53,3,0.0
GF_00757,75,75,0,75,3,0.0
GF_00758,67,67,0,67,3,0.0
GF_00759,49,49,0,49,2,0.0
GF_00760,147,147,0,147,4,0.0
GF_00761,47,47,0,47,2,0.0
GF_00762,145,145,0,145,4,0.0
GF_00763,59,59,0,59,4,0.0
GF_00764,41,40,0,41,2,0.0
GF_00765,51,51,0,51,2,0.0
GF_00766,60,60,0,60,3,0.0
GF_00767,46,46,0,46,2,0.0
GF_00768,52,52,0,52,2,0.0
GF_00769,45,45,0,45,2,0.0
GF_00770,53,53,0,53,3,0.0
GF_00771,67,67,0,67,3,0.0
GF_00772,69,69,0,69,3,0.0
GF_00773,52,52,0,52,3,0.0
GF_00774,68,68,0,68,3,0.0
GF_00775,86,86,0,86,4,0.0
GF_00776,69,69,0,69,3,0.0
GF_00777,60,60,0,60,2,0.0
GF_00778,52,52,0,52,2,0.0
GF_00779,92,92,0,92,4,0.0
GF_00780,84,84,0,84,4,0.0
GF_00781,70,70,0,70,3,0.0
GF_00782,50,50,0,50,2,0.0
GF_00783,55,55,0,55,2,0.0
GF_00784,55,55,0,55,3,0.0
GF_00785,48,48,0,48,2,0.0
GF_00786,86,86,0,86,4,0.0
GF_00787,143,143,0,143,4,0.0
GF_00788,374,374,131,243,78,0.3502673796791444
GF_00789,48,48,3,45,9,0.0625
GF_00790,51,51,14,37,14,0.27450980392156865
GF_00791,64,64,15,49,11,0.234375
GF_00792,214,214,107,107,58,0.5
GF_00793,53,53,11,42,10,0.20754716981132076
GF_00794,87,87,16,71,19,0.1839080459770115
GF_00795,49,49,0,49,2,0.0
GF_00796,53,53,0,53,3,0.0
GF_00797,41,41,0,41,5,0.0
GF_00798,48,48,0,48,2,0.0
GF_00799,221,216,118,103,58,0.5339366515837104
GF_00800,54,54,48,6,21,0.8888888888888888
GF_00801,98,98,86,12,29,0.8775510204081632
GF_00802,42,42,40,2,10,0.9523809523809523
GF_00803,44,44,43,1,10,0.9772727272727273
GF_00804,165,165,39,126,43,0.23636363636363636
GF_00805,75,75,18,57,22,0.24
GF_00806,49,49,8,41,12,0.16326530612244897
GF_00807,41,41,1,40,4,0.024390243902439025
GF_00808,188,188,111,77,59,0.5904255319148937
GF_00809,49,49,28,21,20,0.5714285714285714
GF_00810,72,72,21,51,22,0.2916666666666667
GF_00811,44,44,43,1,8,0.9772727272727273
GF_00812,48,47,47,1,14,0.9791666666666666
GF_00813,40,40,39,1,9,0.975
GF_00814,54,54,54,0,13,1.0
GF_00815,45,45,44,1,10,0.9777777777777777
GF_00816,43,43,43,0,12,1.0
GF_00817,66,66,64,2,14,0.9696969696969697
GF_00818,64,60,62,2,14,0.96875
GF_00819,49,49,48,1,11,0.9795918367346939
GF_00820,77,77,75,2,18,0.974025974025974
GF_00821,66,66,64,2,14,0.9696969696969697
GF_00822,63,63,61,2,15,0.9682539682539683
GF_00823,169,169,98,71,44,0.5798816568047337
GF_00824,53,53,17,36,17,0.32075471698113206
GF_00825,121,120,92,29,43,0.7603305785123967
GF_00826,59,59,54,5,13,0.9152542372881356
GF_00827,52,48,49,3,12,0.9423076923076923
GF_00828,191,189,106,85,53,0.5549738219895288
GF_00829,48,48,18,30,18,0.375
GF_00830,40,40,10,30,13,0.25
GF_00831,81,81,78,3,20,0.9629629629629629
GF_00832,95,95,90,5,26,0.9473684210526315
GF_00833,67,67,63,4,20,0.9402985074626866
GF_00834,90,90,86,4,24,0.9555555555555556
GF_00835,78,78,76,2,17,0.9743589743589743
GF_00836,73,73,71,2,14,0.9726027397260274
GF_00837,43,43,43,0,12,1.0
GF_00838,67,67,65,2,15,0.9701492537313433
GF_00839,70,70,64,6,20,0.9142857142857143
GF_00840,73,73,71,2,19,0.9726027397260274
GF_00841,62,61,57,5,17,0.9193548387096774
GF_00842,53,53,52,1,14,0.9811320754716981
GF_00843,66,66,64,2,17,0.9696969696969697
GF_00844,62,62,60,2,15,0.967741935483871
GF_00845,41,41,41,0,11,1.0
GF_00846,72,72,67,5,19,0.9305555555555556
GF_00847,49,49,49,0,11,1.0
GF_00848,48,48,46,2,18,0.9583333333333334
GF_00849,55,55,54,1,13,0.9818181818181818
GF_00850,89,89,84,5,24,0.9438202247191011
GF_00851,90,90,86,4,24,0.9555555555555556
GF_00852,54,54,53,1,14,0.9814814814814815
GF_00853,96,96,18,78,29,0.1875
GF_00854,48,48,7,41,16,0.14583333333333334
GF_00855,196,196,117,79,63,0.5969387755102041
GF_00856,221,221,91,130,52,0.4117647058823529
GF_00857,93,93,15,78,18,0.16129032258064516
GF_00858,50,50,9,41,8,0.18
GF_00859,40,40,15,25,19,0.375
GF_00860,46,46,10,36,17,0.21739130434782608
GF_00861,131,131,92,39,45,0.7022900763358778
GF_00862,53,53,14,39,18,0.2641509433962264
GF_00863,289,289,125,164,72,0.43252595155709345
GF_00864,126,126,1,125,4,0.007936507936507936
GF_00865,145,145,100,45,39,0.6896551724137931
GF_00866,73,73,29,44,25,0.3972602739726027
GF_00867,204,204,117,87,64,0.5735294117647058
GF_00868,92,92,9,83,18,0.09782608695652174
GF_00869,206,206,100,106,43,0.4854368932038835
GF_00870,52,52,12,40,14,0.23076923076923078
GF_00871,88,88,81,7,24,0.9204545454545454
GF_00872,99,99,68,31,38,0.6868686868686869
GF_00873,288,288,128,160,74,0.4444444444444444
GF_00874,126,126,95,31,33,0.753968253968254
GF_00875,67,67,64,3,18,0.9552238805970149
GF_00876,50,47,44,6,12,0.88
GF_00877,104,104,86,18,30,0.8269230769230769
GF_00878,63,63,10,53,19,0.15873015873015872
GF_00879,89,89,82,7,24,0.9213483146067416
GF_00880,169,167,45,124,40,0.26627218934911245
GF_00881,54,44,41,13,14,0.7592592592592593
GF_00882,91,91,0,91,4,0.0
GF_00883,114,114,0,114,4,0.0
GF_00884,147,147,0,147,4,0.0
GF_00885,43,43,0,43,2,0.0
GF_00886,62,41,0,62,3,0.0
GF_00887,61,61,0,61,3,0.0
GF_00888,147,147,0,147,4,0.0
GF_00889,47,47,0,47,4,0.0
GF_00890,46,46,0,46,2,0.0
GF_00891,156,155,35,121,42,0.22435897435897437
GF_00892,41,41,2,39,9,0.04878048780487805
GF_00893,98,98,57,41,27,0.5816326530612245
GF_00894,64,64,2,62,18,0.03125
GF_00895,124,124,24,100,30,0.1935483870967742
GF_00896,168,168,94,74,43,0.5595238095238095
GF_00897,42,42,4,38,7,0.09523809523809523
GF_00898,44,44,7,37,7,0.1590909090909091
GF_00899,41,41,16,25,14,0.3902439024390244
GF_00900,68,66,60,8,20,0.8823529411764706
GF_00901,88,88,84,4,22,0.9545454545454546
GF_00902,275,275,120,155,66,0.43636363636363634
GF_00903,45,45,32,13,9,0.7111111111111111
GF_00904,70,70,69,1,17,0.9857142857142858
GF_00905,78,78,76,2,20,0.9743589743589743
GF_00906,88,88,84,4,23,0.9545454545454546
GF_00907,86,86,82,4,21,0.9534883720930233
GF_00908,48,48,47,1,13,0.9791666666666666
GF_00909,80,80,75,5,19,0.9375
GF_00910,71,71,60,11,20,0.8450704225352113
GF_00911,52,52,50,2,15,0.9615384615384616
GF_00912,76,76,74,2,16,0.9736842105263158
GF_00913,40,40,38,2,10,0.95
GF_00914,84,84,82,2,19,0.9761904761904762
GF_00915,174,174,108,66,50,0.6206896551724138
GF_00916,204,204,119,85,58,0.5833333333333334
GF_00917,95,95,86,9,28,0.9052631578947369
GF_00918,77,77,73,4,19,0.948051948051948
GF_00919,60,60,58,2,12,0.9666666666666667
GF_00920,72,72,70,2,17,0.9722222222222222
GF_00921,86,86,78,8,27,0.9069767441860465
GF_00922,46,46,45,1,12,0.9782608695652174
GF_00923,95,95,88,7,29,0.9263157894736842
GF_00924,50,50,49,1,11,0.98
GF_00925,70,70,68,2,16,0.9714285714285714
GF_00926,71,71,69,2,16,0.971830985915493
GF_00927,83,83,81,2,19,0.9759036144578314
GF_00928,89,89,84,5,23,0.9438202247191011
GF_00929,86,86,84,2,21,0.9767441860465116
GF_00930,115,115,99,16,35,0.8608695652173913
GF_00931,78,78,76,2,18,0.9743589743589743
GF_00932,76,76,74,2,18,0.9736842105263158
GF_00933,57,57,56,1,12,0.9824561403508771
GF_00934,73,73,71,2,18,0.9726027397260274
GF_00935,90,86,66,24,29,0.7333333333333333
GF_00936,48,48,47,1,14,0.9791666666666666
GF_00937,65,65,64,1,15,0.9846153846153847
GF_00938,66,66,62,4,17,0.9393939393939394
GF_00939,40,40,39,1,11,0.975
GF_00940,40,40,7,33,12,0.175
GF_00941,49,49,11,38,13,0.22448979591836735
GF_00942,77,77,19,58,22,0.24675324675324675
GF_00943,86,86,11,75,15,0.12790697674418605
GF_00944,47,47,5,42,7,0.10638297872340426
GF_00945,70,70,24,46,25,0.34285714285714286
GF_00946,134,134,105,29,44,0.7835820895522388
GF_00947,93,93,27,66,30,0.2903225806451613
GF_00948,78,78,12,66,18,0.15384615384615385
GF_00949,43,43,4,39,10,0.09302325581395349
GF_00950,52,52,7,45,14,0.1346153846153846
GF_00951,43,43,3,40,8,0.06976744186046512
GF_00952,71,71,69,2,15,0.971830985915493
GF_00953,85,85,81,4,21,0.9529411764705882
GF_00954,54,54,53,1,12,0.9814814814814815
GF_00955,43,43,43,0,8,1.0
GF_00956,51,51,49,2,17,0.9607843137254902
GF_00957,53,53,39,14,19,0.7358490566037735
GF_00958,71,71,69,2,15,0.971830985915493
GF_00959,46,46,45,1,10,0.9782608695652174
GF_00960,55,55,52,3,15,0.9454545454545454
GF_00961,49,49,49,0,10,1.0
GF_00962,54,54,52,2,12,0.9629629629629629
GF_00963,63,61,57,6,18,0.9047619047619048
GF_00964,62,62,61,1,14,0.9838709677419355
GF_00965,62,62,58,4,17,0.9354838709677419
GF_00966,43,43,43,0,8,1.0
GF_00967,49,49,48,1,9,0.9795918367346939
GF_00968,74,74,72,2,17,0.972972972972973
GF_00969,118,118,88,30,38,0.7457627118644068
